Film,Production,Cast
Warner Bros. Pictures / Scholastic Entertainment,"Robert Ramirez (director); Deborah Forte (producer); Rhett Reese, Robert Ramirez (screenplay); John Ritter, Wayne Brady, Kel Mitchell, Cree Summer, Judge Reinhold, Jenna Elfman, Wilmer Valderrama, Jess Harnell, John Goodman, Kath Soucie, Grey DeLisle, Nick Jameson, Oren Williams, Cam Clarke, Earl Boen, Ernie Hudson, Teresa Ganzel, Gregg Berger, Susan Blu, Alex Nevil, Toby Stone","Comedy, Adventure, Family"
Walt Disney Pictures,"Sara Sugarman (director); Gail Parent (screenplay); Lindsay Lohan, Adam Garcia, Glenne Headly, Alison Pill, Eli Marienthal, Megan Fox, Carol Kane, Sheila McCarthy, Tom McCamus, Ashley Leggat, Adam MacDonald, Pedro Miguel Arce, Richard Fitzpatrick, Sheila Sealy-Smith, Barbara Mamabalo, Maggie Oskam, Rachael Oskam, Connor Lynch","Teen, Comedy, Drama, Family"
DreamWorks Pictures / The Montecito Picture Company,"Jeff Schaffer (director/screenplay); Alec Berg, David Mandel (screenplay); Scott Mechlowicz, Jacob Pitts, Michelle Trachtenberg, Travis Wester, Jessica Boehrs, Vinnie Jones, Lucy Lawless, Patrick Malahide, Diedrich Bader, Fred Armisen, Kristin Kreuk, Matt Damon, J.P. Manoux, Rade Šerbedžija, Predrag Bjelac, Joanna Lumley, Nial Iskhakov",Comedy
20th Century Fox,"Donald Petrie (director); Doug Richardson (screenplay); Ray Romano, Gene Hackman, Marcia Gay Harden, Maura Tierney, Christine Baranski, Fred Savage, Rip Torn, Wayne Robson, Reagan Pasternak, June Squibb, John Rothman, Jayne Eastwood, Juan ""Chi-Chi"" Rodriguez, Jon Manfrellotti, Edward Herrmann",Comedy
Paramount Pictures / Kopelson Entertainment,"Philip Kaufman (director); Sarah Thorp (screenplay); Ashley Judd, Samuel L. Jackson, Andy García, David Strathairn, Russell Wong, Camryn Manheim, Mark Pellegrino, Titus Welliver, D. W. Moffett, Richard T. Jones, Leland Orser, Leonard L. Thomas, Danny Lopez, Geoff Callan, Veronica Cartwright",Thriller
Warner Bros. Pictures / Dimension Films,"Todd Phillips (director/screenplay); John O'Brien, Scot Armstrong (screenplay); Ben Stiller, Owen Wilson, Vince Vaughn, Juliette Lewis, Fred Williamson, Jason Bateman, Chris Penn, Carmen Electra, Amy Smart, Snoop Dogg, Molly Sims, Matt Walsh, George Cheung, Terry Crews, Brande Roderick, Jeffrey Lorenzo, Har Mar Superstar, Patton Oswalt, Paul Michael Glaser, David Soul, Will Ferrell, Dan Finnerty, Omar J. Dorsey, Richard Edson, Judah Friedlander, Bishop Don ""Magic"" Juan, Rachael Harris, Jernard Burks, Raymond Ma, Tangie Ambrose","Action, Comedy"
Columbia Pictures,"David Koepp (director/screenplay); Johnny Depp, John Turturro, Maria Bello, Timothy Hutton, Charles S. Dutton, Len Cariou","Horror, Thriller"
Warner Bros. Pictures / Franchise Pictures,"David Mamet (director/screenplay); Val Kilmer, Derek Luke, William H. Macy, Ed O'Neill, Kristen Bell, Tia Texada, Clark Gregg, Johnny Messner, Said Taghmaoui, Natalia Nogulich, Moshe Ivgy, Kick Gurry, Geoff Pierson, Aaron Stanford, Eric L. Haney, Alexandra Kerry, Andy Davoli, Mordechai Finley","Thriller, Drama"
Focus Features,"Michel Gondry (director); Charlie Kaufman (screenplay); Jim Carrey, Kate Winslet, Kirsten Dunst, Tom Wilkinson, Mark Ruffalo, Elijah Wood, Jane Adams, David Cross, Deirdre O'Connell, Thomas Jay Ryan, Debbon Ayer","Comedy, Drama, Romance"
Buena Vista Television,"Stuart Gillard (director); Chris Sean Nolan, Laurie Nolan (screenplay); Andrew Lawrence, Alessandra Torresani, Khleo Thomas, Wayne Brady, D.B. Sweeney, Billy Aaron Brown, Brenda Strong, Brian Wimmer, T.J. Lowther, Marcus T. Paulk","Drama, Family, Sports"
Warner Bros. Pictures / Village Roadshow Pictures / Atmosphere Pictures,"D. J. Caruso (director); Jon Bokenkamp (screenplay); Angelina Jolie, Ethan Hawke, Kiefer Sutherland, Olivier Martinez, Tchéky Karyo, Jean-Hugues Anglade, Gena Rowlands, Paul Dano, Justin Chatwin, Billy Two Rivers, Julien Poulin, Marie-Josée Croze, Christian Tessier, André Lacoste, Richard Lemire, Emmanuel Bilodeau",Thriller
Miramax Films / View Askew Productions,"Kevin Smith (director/screenplay); Ben Affleck, Liv Tyler, George Carlin, Stephen Root, Mike Starr, Raquel Castro, Jason Biggs, Jennifer Lopez, Will Smith, Jason Lee, Matt Damon, S. Epatha Merkerson, Paulie Litt, Harley Quinn Smith, Matthew Maher",Comedy
Touchstone Pictures / Mike Zoss Productions,"Joel Coen, Ethan Coen (directors/screenplay); Tom Hanks, Irma P. Hall, Marlon Wayans, J. K. Simmons, Tzi Ma, Ryan Hurst, Diane Delano, George Wallace, Stephen Root, Jason Weaver, Greg Grunberg, Blake Clark, Aldis Hodge, Jeremy Suarez, Bruce Campbell","Comedy, Thriller"
Focus Features / StudioCanal / Working Title Films,"Gregor Jordan (director); John Michael McDonagh (screenplay); Heath Ledger, Orlando Bloom, Naomi Watts, Geoffrey Rush, Joel Edgerton, Laurence Kinlan, Kerry Condon, Kris McQuade, Emily Browning, Rachel Griffiths, Geoff Morrell, Charles 'Bud' Tingwell, Saskia Burmeister, Talia Zucker, Jonathan Hardy, Peter Phelps, Russell Dykstra, Russell Gilbert, Brooke Harman, Nicholas Bell, Anthony Hayes, Jerome Ehlers, David Ngoombujarra, Philip Barantini, Erika Felton, Kiri Paramore, Andrew Formosa","Action, Adventure, Biography"
Fox Searchlight Pictures,"Ernest Dickerson (director); James Gibson (screenplay); DMX, David Arquette, Michael Ealy, Clifton Powell, Reagan Gomez-Preston, Jennifer Sky, Luenell, Drew Sidora, Antwon Tanner, Keesha Sharp, Tommy ""Tiny"" Lister Jr., Paige Hurd, Xavier Simmons","Crime, Thriller"
Warner Bros. Pictures / Mosaic Media Group,"Raja Gosnell (director); James Gunn (screenplay); Freddie Prinze Jr., Sarah Michelle Gellar, Matthew Lillard, Linda Cardellini, Neil Fanning, Seth Green, Peter Boyle, Tim Blake Nelson, Alicia Silverstone, Karin Konoval, Joe Macleod, Brandon Jay McLaren, Rasmus Nøhr, Calum Worthy, C. Ernst Harth, Kevin Durand, Emily Tennant, Lauren Kennedy, Nazanin Afshin-Jam, Pat O'Brien, Tasmanian Devil, Ruben Studdard, Big Brovaz, J.P. Manoux, Scott McNeil, Dee Bradley Baker, Bob Papenbrook, Michael J. Sorich, Terrence Stone, Wally Wingert, Zahf Paroo, Stephen E. Miller, Christopher R. Sumpton, Kester Moorhouse","Comedy, Family"
Walt Disney Pictures,"Will Finn, John Sanford (directors/screenplay); Roseanne Barr, Judi Dench, Jennifer Tilly, Cuba Gooding Jr., Randy Quaid, Steve Buscemi, Charles Dennis, Charles Haid, Carole Cook, Joe Flaherty, Richard Riehle, Lance LeGault, G.W. Bailey, Dennis Weaver, Patrick Warburton, Estelle Harris, Governor Ann Richards, Marshall Efron, Mark Walton, Debi Derryberry, Troy Evans, Bill Farmer, Roger L. Jackson, Leslie Jordan, Edie McClurg, Phil Proctor, Evan Sabara, Jim Ward, Joe Whyte, Bruce A. Young, Roger Yuan","Comedy, Western, Musical, Adventure, Family"
Paramount Pictures,"Martha Coolidge (director); Jack Amiel, Michael Begler, Katherine Fugate (screenplay); Julia Stiles, Luke Mably, Ben Miller, James Fox, Miranda Richardson, Alberta Watson, Zachary Knighton, Stephen O'Reilly, Eliza Bennett, Devin Ratray, Yaani King, Eddie Irvine, Angelo Tsarouchas, Joanne Baron, Sarah Manninen, John Bourgeois, Elisabeth Waterston, Jacques Tourangeau, Clare Preuss, Stephen Singer, Tony Munch, Claus Bue","Romance, Comedy"
Metro-Goldwyn-Mayer,"Kevin Bray (director); David Klass, Channing Gibson, David Levien, Brian Koppelman (screenplay); Dwayne ""The Rock"" Johnson, Johnny Knoxville, Neal McDonough, Michael Bowen, Kevin Durand, Kristen Wilson, Ashley Scott, Khleo Thomas, John Beasley, Cobie Smulders, Patrick Gallagher, Ryan Robbins, Michael Adamthwaite, Fred Keating, Kett Turton, Terence Kelly, Eric Keenleyside, Aaron Douglas, Michael Soltis, April Telek, Ben Cotton, Ty Olsson, Beverley Elliott, Mike Dopud",Action
Miramax Films,"Tommy O'Haver (director); Laurie Craig, Karen McCullah Lutz, Kirsten Smith, Jennifer Heath, Michele J. Wolff (screenplay); Anne Hathaway, Hugh Dancy, Cary Elwes, Vivica A. Fox, Joanna Lumley, Jimi Mistry, Steve Coogan, Heidi Klum, Minnie Driver, Patrick Bergin, Eric Idle, Aidan McArdle, Lucy Punch, Jennifer Higham, Jim Carter, Parminder Nagra, Donna Dent, Alvaro Lucchesi, Johnny Nguyen","Comedy, Fantasy, Family"
20th Century Fox / Regency Enterprises,"Luke Greenfield (director); Stuart Blumberg, David T. Wagner, Brent Goldberg (screenplay); Emile Hirsch, Elisha Cuthbert, Timothy Olyphant, James Remar, Chris Marquette, Paul Dano, Olivia Wilde, Sunny Leone, Amanda Swisten, Sung Hi Lee, Timothy Bottoms, Donna Bullock, Jacob Young, Matt Wiese",Comedy
Warner Bros. Pictures / Franchise Pictures / Cheyenne Enterprises,"Howard Deutch (director); George Gallo (screenplay); Bruce Willis, Matthew Perry, Amanda Peet, Kevin Pollak, Natasha Henstridge, Frank Collison, Johnny Messner, Silas Weir Mitchell, Sione Faka'osilea, Tasha Smith, Samantha Harris","Comedy, Crime"
Miramax Films,"Quentin Tarantino (director/screenplay); Uma Thurman, David Carradine, Daryl Hannah, Michael Madsen, Michael Parks, Gordon Liu, Vivica A. Fox, Lucy Liu, Samuel L. Jackson, Bo Svenson, Jeannie Epper, Chris Nelson, Larry Bishop, Sid Haig, Perla Haney-Jardine, Julie Dreyfus, Sonny Chiba, Laura Cayouette, Clark Middleton, Lawrence Bender, Quentin Tarantino, Helen Kim, Stephanie L. Moore, Shana Stein, Caitlin Keats","Action, Drama"
Lions Gate Films / Marvel Enterprises / Valhalla Motion Pictures,"Jonathan Hensleigh (director/screenplay); Michael France (screenplay); Thomas Jane, John Travolta, Will Patton, Roy Scheider, Laura Harring, Ben Foster, Samantha Mathis, Rebecca Romijn-Stamos, John Pinette, Marcus Johns, Russell Andrews, James Carpinello, Eddie Jemison, Eduardo Yanez, Omar Avila, Kevin Nash, Mark Collie, Tom Nowicki, Veryl Jones, Marco St. John, Hank Stone","Action, Thriller, Drama"
20th Century Fox / Fox 2000 Pictures / Scott Free Productions / Regency Enterprises,"Tony Scott (director); Brian Helgeland (screenplay); Denzel Washington, Dakota Fanning, Christopher Walken, Giancarlo Giannini, Radha Mitchell, Marc Anthony, Rachel Ticotin, Mickey Rourke, Roberto Sosa, Jesus Ochoa, Gero Camilo, Mario Zaragoza","Action, Thriller, Drama"
DreamWorks Pictures / Castle Rock Entertainment / Baltimore/Spring Creek Pictures,"Barry Levinson (director); Steve Adams (screenplay); Ben Stiller, Jack Black, Rachel Weisz, Amy Poehler, Christopher Walken, Ariel Gade, Sam Lerner, Angee Hughes, Blue Deckert, John Gavigan, Terry Bozeman, Tom McCleister, Ofer Samra, Tara Karsian, Ted Rooney, Kent Shocknek",Comedy
Lions Gate Films / 2929 Entertainment,"Nick Hamm (director); Mark Bomback (screenplay); Greg Kinnear, Rebecca Romijn-Stamos, Robert De Niro, Cameron Bright, Christopher Britton, Janet Bailey, Jake Simons, Elle Downs, Zoie Palmer, Devon Bostick, Munro Chambers","Science fiction, Horror"
New Line Cinema,"Peter Howitt (director); Robert Harling, Aline Brosh McKenna (screenplay); Pierce Brosnan, Julianne Moore, Michael Sheen, Parker Posey, Frances Fisher, Nora Dunn, Heather Ann Nurnberg, Johnny Myers, Mike Doyle, Allan Houston, Vincent Marzello, Marc Turteltaub, Gordon Sterne, Brette Taylor, Brendan Morrissey, Elva Crowley, David Wilmot, David Kelly, Sara Gilbert, Peter Howitt","Romance, Comedy"
Paramount Pictures,"Mark Waters (director); Tina Fey (screenplay); Lindsay Lohan, Rachel McAdams, Tim Meadows, Amy Poehler, Ana Gasteyer, Lacey Chabert, Lizzy Caplan, Daniel Franzese, Neil Flynn, Jonathan Bennett, Amanda Seyfried, Tina Fey, Rajiv Surendra, Daniel DeSanto, Diego Klattenhoff, Alisha Morrison, Julia Chantrey, Dwayne Hill, Jonathan Malen","Comedy, Teen"
IFC Films,"Guy Maddin (director/screenplay); George Toles (screenplay); Isabella Rossellini, Mark McKinney, Maria de Medeiros, David Fox, Ross McMillan, Louis Negin, Darcy Fehr, Claude Dorge, Talia Pura, Jeff Sutton, Graeme Valentin, Maggie Nagle",Drama
Hannover House,Robert Mickelson (director); Marguerite Moreau,Comedy
Samuel Goldwyn Films / Roadside Attractions,Morgan Spurlock (director); Alexandra Jamieson,Documentary
Universal Pictures,"Stephen Sommers (director/screenplay); Hugh Jackman, Kate Beckinsale, Richard Roxburgh, David Wenham, Will Kemp, Kevin J. O'Connor, Shuler Hensley, Alun Armstrong, Elena Anaya, Robbie Coltrane, Silvia Colloca, Josie Maran, Tom Fisher, Samuel West, Deep Roy, Martin Klebba, Stephen Fisher","Action, Adventure, Fantasy"
United Artists,"Jim Jarmusch (director/screenplay); Roberto Benigni, Steven Wright, Joie Lee, Cinqué Lee, Steve Buscemi, Iggy Pop, Tom Waits, Joseph Rigano, Vinny Vella, Vinny Vella Jr., Renée French, E.J. Rodriguez, Alex Descas, Isaach De Bankolé, Cate Blanchett, Meg White, Jack White, Alfred Molina, Steve Coogan, GZA, RZA, Bill Murray, William Rice, Taylor Mead","Drama, Music"
Lions Gate Films,"Toni Kalem (director/screenplay); Lili Taylor, Guy Pearce, Irma P. Hall, John Hawkes, Veronica Cartwright, Marshall Bell, Johnny Goudie, Shawnee Smith, Sara Rue, Bruno Kirby, Tom Bower, Jo Ann Farabee, Harv Morgan, Jason Russell Waller, Lew Temple, Jason Kavalewitz","Romance, Drama"
Warner Bros. Pictures,"Wolfgang Petersen (director); David Benioff (screenplay); Brad Pitt, Eric Bana, Orlando Bloom, Diane Kruger, Brian Cox, Sean Bean, Brendan Gleeson, Saffron Burrows, Julie Christie, Peter O'Toole, Rose Byrne, Garrett Hedlund, John Shrapnel, Nigel Terry, James Cosmo, Julian Glover, Vincent Regan, Trevor Eve, Tyler Mane, Nathan Jones","War, Drama"
20th Century Fox / Centropolis Entertainment,"Roland Emmerich (director/screenplay); Jeffrey Nachmanoff (screenplay); Dennis Quaid, Jake Gyllenhaal, Ian Holm, Emmy Rossum, Sela Ward, Dash Mihok, Kenneth Welsh, Jay O. Sanders, Austin Nichols, Perry King, Tamlyn Tomita, Nestor Serrano, Glenn Plummer, Adrian Lester, Sheila McCarthy, Arjay Smith, Christopher Britton, Sasha Roiz, Amy Sloan, Christian Tessier, Lauren Sanchez, J.P. Manoux, Aaron Lustig, Tim Bagley","Action, Disaster, Sci-Fi"
Touchstone Pictures / Beacon Pictures,"Garry Marshall (director); Jack Amiel, Michael Begler (screenplay); Kate Hudson, John Corbett, Joan Cusack, Hayden Panettiere, Spencer Breslin, Abigail Breslin, Helen Mirren, Sakina Jaffrey, Kevin Kilner, Paris Hilton, Felicity Huffman, Sean O'Bryan, Amber Valletta, Joseph Mazzello, Katie Carr, Hector Elizondo, Larry Miller, Shakara Ledard, Ethan Browne, Michael Esparza","Comedy, Romance, Drama"
United Artists,"Brian Dannelly (director/screenplay); Michael Urban (screenplay); Jena Malone, Mandy Moore, Macaulay Culkin, Patrick Fugit, Heather Matarazzo, Eva Amurri, Martin Donovan, Mary-Louise Parker, Elizabeth Thai, Chad Faust, Kett Turton, Dave Rosin",Comedy
Metro-Goldwyn-Mayer,"Jessy Terrero (director); Bo Zenga, Chuck Wilson (screenplay); Tom Arnold, Kevin Hart, Method Man, Snoop Dogg, K. D. Aubert, Godfrey, Brian Hooks, D. L. Hughley, Arielle Kebbel, Mo'Nique, Ryan Pinkston, Missi Pyle, Sommore, Sofía Vergara, Gary Anthony Williams, John Witherspoon, Loni Love, Cynthia Pinot, Angell Conwell, Roberto Roman, Terry Crews, Richard T. Jones, Lil Jon, Ying Yang Twins, Karl Malone",Comedy
20th Century Fox / Davis Entertainment,"Pete Hewitt (director); Joel Cohen, Alec Sokolow (screenplay); Breckin Meyer, Jennifer Love Hewitt, Bill Murray, Stephen Tobolowsky, Evan Arnold, Mark Christopher Lawrence, Eve Brent, Juliette Goglia, Evan Helmuth, Joe Bays, Leyna Nguyen, Joe Ochman, Rufus Gifford, Alan Cumming, Nick Cannon, David Eigenberg, Brad Garrett, Jimmy Kimmel, Debra Messing, Richard Kind, Debra Jo Rupp, Wyatt Smith, Jordan Kaiser, Alyson Stoner","Comedy, Family"
Fox Searchlight Pictures / Paramount Pictures / MTV Films,"Jared Hess (director/screenplay); Jerusha Hess (screenplay); Jon Heder, Jon Gries, Aaron Ruell, Efren Ramirez, Tina Majorino, Diedrich Bader, Sandy Martin, Haylie Duff, Emily Kennard, Shondrella Avery, Ellen Dubin, Trevor Snarr",Comedy
Paramount Pictures / DreamWorks Pictures,"Frank Oz (director); Paul Rudnick (screenplay); Nicole Kidman, Matthew Broderick, Bette Midler, Christopher Walken, Roger Bart, Faith Hill, Jon Lovitz, Glenn Close, Matt Malloy, David Marshall Grant, Kate Shindle, Lorri Bagley, Robert Stanton, Mike White, KaDee Strickland, Larry King, Meredith Vieira, Billy Bush, Mary Beth Peil, Dylan Hartigan","Comedy, Science fiction"
Buena Vista Television,"Steve Rash (director); Stu Krieger (screenplay): Kirsten Storms, Lauren Maltby, Raven-Symoné, Alyson Morgan, Stuart Pankin, Holly Fulger, Glenn McMillan, Ben Easter, Nathan Anderson, Damon Berry, Phumi Mthembu, Joanna Evans, Carol Reynolds, Nikki Joshua","Adventure, Comedy, Family"
DreamWorks Pictures / Amblin Entertainment,"Steven Spielberg (director); Sacha Gervasi, Jeff Nathanson (screenplay); Tom Hanks, Catherine Zeta-Jones, Stanley Tucci, Chi McBride, Diego Luna, Barry Shabaka Henley, Kumar Pallana, Zoe Saldana, Eddie Jones, Jude Ciccolella, Corey Reynolds, Guillermo Diaz, Rini Bell, Valery Nikolaev, Michael Nouri, Benny Golson, Scott Adsit, Dan Finnerty","Comedy, Drama"
New Line Cinema,"Nick Cassavetes (director); Jeremy Leven (screenplay); Ryan Gosling, Rachel McAdams, James Garner, Gena Rowlands, James Marsden, Kevin Connolly, Sam Shepard, Joan Allen, Jamie Brown, David Thornton, Heather Wahlquist, Ed Grady, Obba Babatunde, Mark Johnson","Romance, Drama"
Universal Pictures,"Jean-Jacques Annaud (director/screenplay); Alain Godard (screenplay); Guy Pearce, Freddie Highmore, Jean-Claude Dreyfus, Philippine Leroy-Beaulieu, Oanh Nguyen, Vincent Scarito, Moussa Maaskri, Mai Anh Le, Jaran 'See Tao' Petcharoen, Stephanie Lagarde, Bernard Flavien, Annop Varapanya, Teerawat Mulvilai, Somjin Chimwong, Nozha Khouadra","Family, Adventure, Drama"
Warner Independent Pictures / Castle Rock Entertainment,"Richard Linklater (director/screenplay); Julie Delpy, Ethan Hawke (screenplay); Ethan Hawke, Julie Delpy","Romance, Drama"
Fox Searchlight Pictures,"Pieter Jan Brugge (director/screenplay); Justin Haythe (screenplay); Robert Redford, Helen Mirren, Willem Dafoe, Alessandro Nivola, Matt Craven, Melissa Sagemiller, Wendy Crewson, Larry Pine, Diana Scarwid",Drama
Metro-Goldwyn-Mayer,"Irwin Winkler (director); Jay Cocks (screenplay); Kevin Kline, Ashley Judd, Jonathan Pryce, Kevin McNally, Sandra Nelson, Allan Corduner, Peter Polycarpou, Keith Allen, James Wilby, Kevin McKidd, Richard Dillane, John Barrowman, Peter Jessop, Edward Baker-Duly, Jeff Harding, Caroline O'Connor, Lara Fabian, Cole Porter, Robbie Williams, Lemar, Elvis Costello, Alanis Morissette, Sheryl Crow, Mick Hucknall, Diana Krall, Vivian Green, Mario Frangoulis, Natalie Cole","Biography, Musical"
Metro-Goldwyn-Mayer,"Joe Nussbaum (director); Elisa Bell (screenplay); Alexa Vega, Mika Boorem, Jane Lynch, Sam Huntington, Sara Paxton, Brie Larson, Steve Carell, Jeff Garlin, Scout Taylor-Compton, Kallie Flynn Childress, Sean Faris, Evan Peters, Johnny Sneed, Ryan Slattery, Katija Pevec, Eileen April Boylan, Thad Luckinbill, Alice Greczyn, Shane Hunter, Hunter Parrish, Douglas Smith, Max Van Ville, Summer Glau, Laura Monteiro",Comedy
20th Century Fox / Davis Entertainment,"Alex Proyas (director); Jeff Vintar, Akiva Goldsman (screenplay); Will Smith, Bridget Moynahan, Bruce Greenwood, James Cromwell, Chi McBride, Shia LaBeouf, Alan Tudyk, Fiona Hogan, Terry Chen, Jerry Wasserman, Peter Shinkoda, Sharon Wilkins, Darren Moore, Aaron Douglas, Emily Tennant, Adrian L. Ricard, Craig March, Kyanna Cox, Angela Moore, David Haysom, Scott Heindl","Action, Science fiction"
Buena Vista Television,"Savage Steve Holland (director); Amy Engelberg, Wendy Engelberg, Daniel Berendsen (screenplay); Danielle Panabaker, Brenda Song, Taran Killam, Ryan Belleville, Amanda Shaw, Todd Stashwick, Kirsten Nelson, Corri English, Lara Grice, Ric Reitz, Drew Seeley, Cici Hedgpeth, Jennie Garland, Patrick Stogner, Johnny Alonso","Comedy, Family, Music"
Warner Bros. Pictures / Village Roadshow Pictures,"Pitof (director); John Brancato, Michael Ferris, John Rogers (screenplay); Halle Berry, Benjamin Bratt, Sharon Stone, Lambert Wilson, Frances Conroy, Alex Borstein, Michael Massee, Byron Mann, Kim Smith, Peter Wingfield, Missy Peregrym, Alex Cooper, Berend McKenzie","Action, Superhero"
Warner Independent Pictures,"Michael Mayer (director); Michael Cunningham (screenplay); Colin Farrell, Robin Wright Penn, Dallas Roberts, Sissy Spacek, Matt Frewer, Erik Scott Smith, Harris Allan, Asia Vieira",Drama
New Line Cinema,"Danny Leiner (director); Jon Hurwitz, Hayden Schlossberg (screenplay); John Cho, Kal Penn, Neil Patrick Harris, Paula Garcés, Ryan Reynolds, David Krumholtz, Eddie Kaye Thomas, Brooke D'Orsay, Kate Kelton, Steve Braun, Christopher Meloni, Fred Willard, Robert Tinkler, Anthony Anderson, Malin Åkerman, Dov Tiefenbach, Gary Anthony Williams, Boyd Banks, Craig Stevens, Jamie Kennedy, Ethan Embry, Sandy Jobin Bevans, Siu Ta, Gary Archibald",Comedy
Sony Pictures Classics / 40 Acres and a Mule Filmworks,"Spike Lee (director/screenplay); Anthony Mackie, Kerry Washington, Ellen Barkin, Monica Bellucci, Jim Brown, Jamel Debbouze, Brian Dennehy, Woody Harrelson, Bai Ling, Q-Tip, Dania Ramirez, John Turturro, Lonette McKee, Michael Genet, Ossie Davis, David Bennent, Joie Lee, Chiwetel Ejiofor, Michole Briana White, Paula Jai Parker, Sarita Choudhury, Isiah Whitlock, Lemon, Kim Director, Rick Aiello, Don Harvey","Comedy, Drama"
